user_id,name,tenure,total_transactions,estimated_clv
2ad99e4694c44614bee67a81026cb325,"Adebiyi Grillo",20,21,25410
7214313bf87640a4afb3c0a81ba338a3,"Festus Iyere",33,19,24730.91
8e71b990b17b4e09a271f0fd5dff9cdc,"Esther Omikunle",22,12,24545.45
e312b8c6845c40b594b65964054da7e1,"Obi-Wan Kenobi",27,14,24448.89
16af833c11ae4499b147f53907f3b7bb,"Yarmirama Grillo",5,1,24000
1b5b0c283d5246529b42d68c8bbd51c8,"First name Last name",10,2,24000
1d9a51032afd4e70b65e94a45d26fb61,"Garuba Sigma",10,2,24000
293e73ea422c434eb72259dfc77266a1,"Jennofer John",8,4,24000
3e24f9826c1d421ebd5fe914e60b9e91,"Kishi Grillo",5,1,24000
5eddd0da5c2046cfa1649e7d8bfbb50a,"Itunu Fatoki",5,1,24000
702a524a05db4b36b2f265766dd72e11,"Zikora Ross",5,1,24000
a35dd487a6d0482e8308416579c1e716,"First name Last name",10,2,24000
a56eef61c16f4808905cd4440667acfb,"Oluwakamiye Grillo",5,1,24000
ad41201cb7e24bebb73f8f2127df42ea,"Josh Ross",5,1,24000
c87cf455652949cc82fad4d6c891309f,"Gambo polo",10,2,24000
dbabbb95036447eba6717998ae74bc5f,"Kikiogooluwa Grillo",5,1,24000
0607086077544c55833e09d3b449df75,"Obi-Wan Kenobi",27,16,23555.56
939d18200f084fdbbc431fc6d7739cf4,"Yarmirama Ashama",23,4,23532.52
f7ee9ced0da64b20a373505ff162c446,"Tim NewTmy",10,6,23400
1cb40b2323ae4c139af2eceba1bac16d,"Timothy Olanrewaju",18,3,23333.33
3a8a03951cd144bea04fc9e034e3eb9f,"Tim Timo",18,373,23133.33
275bcc3a96df4e1a93696ca990f7a2b4,"Obi-Wan Kenobi",30,43,22608
4cf260e5ca1a45fb8a8d42e22f036293,"Obi-Wan Kenobi",2,1,22546.2
5c6838bf705b47d5bf7d7ec12dc06435,"Manu Joseph",5,1,21840
bb0e119bedff4c28b13f67b2eaab49d9,"Focus Hocus",25,16,21840
ceedde8287894fe9b86d94dcdefeef80,"Tas Lim",22,10,21818.18
fe7fd348da874d6da067d34c93732ada,"Obi-Wan Kenobi",31,29,21672.19
0792de73788143e180789a5852939f35,"Zikora Ross",5,3,21600
26ee2882bdc8402299e902a279f7c998,"Obi-Wan Kenobi",29,16,21521.32
7a12b53865764ff4bd25853010f8ad3f,"Timothy Olanrewaju",64,82,21460.34
b1d0fa6b28cd4501939ebc55c13c445f,"Timothy Olanrewaju",51,127,21277.65
1931ab72a6614864a8f2cd176d3f6a4b,"Gambo Shehu",18,15,21200
a62c3ea3a6a7492283aecb937f910c1a,"Emergency Test",20,11,21000
f3296bb44f4d40c3a7e199645349082d,"Laura Matsuda",22,52,20181.82
5ca2dfe20b7e4508bed5af68a18518b8,"Sq Removal",20,7,20160
04c16501b8ea4f71adbcff578bc2cc28,"Self Loub",10,8,20092.2
af32428ea6c4458781e82c44fc538482,"Adebiyi Grillo",33,27,20003.64
0c3aabad69014ab5aa2a05adfa4684b7,"Juhla Jones",3,1,20000
2cda573c10dd476eb2b8dd88c2e294ef,"Festus Iyere",3,1,20000
61b6a611cee142e1b3559c029617ad85,"Chizoba Grillo",3,1,20000
62b7d49bddf948dc98e4640c46a5e278,"Obi-Wan Kenobi",27,16,20000
9cb67321e24e420aace8357ed02bfb88,"Managed Portfolio",18,2,20000
b1ea0187174143c9994d84e4d570a1bf,"KD Adebiyi",3,1,20000
b7200f5193514700878c28be3b58cd42,"TaskhoseJr Razaq",3,1,20000
bfc567fa7a6e4e0e8745f1fa4fe7aaea,"Saint Juhla",3,1,20000
d0b9907e0abc49348d125ec39d1bd2cc,"Festus Webber",3,1,20000
df4f5faf38dc485b96de5b29cc344bcb,"Jimenez Khosisochukwu",3,1,20000
f3438be80c7b47b981ead55e90db3314,"Feyser Jersh",3,1,20000
fd2e7eb1746e41068a1b4cd09b5958b4,"TaskhoseJr Razaq",3,1,20000
3bed020b1a704a9a8637724fc9e68bd2,"Esther Omikunle",21,12,19714.29
e0e5647ffc1941d396f6f9fb2c6be259,"Testing Again",43,12,19534.88
0081f354fdc54a83abf66579629eba34,"Timothy Olanrewaju",47,51,19521.38
c1c4c452a026452eb6e3312046663770,"Obi-Wan Kenobi",30,87,19240
9d3348bb33f04de3a266dbd66b6cf9d7,"Tedit Cad",25,11,19200
1b14dc7040484782b2001299907d44e6,"Laura Matsuda",22,9,19090.91
9f8c0d4cdce445b48e265eb3841417f2,"Timothy Olanrewaju",43,9,18879.8
ebeb83d617184d5ab34e29f676c7bad3,"Obi-Wan Kenobi",29,15,18624.83
fb83d51e8ee14637b4c7e64b7dfdf44f," ",31,20,18580.65
a28b69a830674255a64193136f2c064d,"Iphone User",21,22,18291.43
910db40bc2c6427ab359e51d84622b05,"Yamikoko Pendo",5,3,18240
183bd96779f24628911ad4494199f09f,"Khosiso Chukwu",26,46,18096.92
1526f3e212e7403384c4cc4f2a5038c7,"Nwachukwu Ejiofor",3,2,18000
1774be06d5ca44e58fdd7de6766950bd,"Tas Lim",22,46,18000
385b62d971fa4be99853723601cd0356,"Onbos Flow",20,10,18000
987e254b475a40d38bc0b7eb1282e458,"Obi-Wan Kenobi",27,16,18000
38c757fa310141bd96433e6b7b674715,"Garuba Shehu",35,22,17626.23
be8b6039365b4ba88311c2c7f7aae779,"Yamiko Ashama",37,172,17095.14
f0d1bb576d7e4bfd8080c1bb3f8bbc30,"Festus Bloom",15,3,16960
39b02ccdcf0548ed9051a08abbab405b,"Tas Lim",22,45,16909.09
495db8625ba5400085dc0c1b7f32d0d2,"Self Big",10,60,16800
e4f48afaa524491eac14cbc43d49d372,"Tibi Sale",25,10,16800
ec821c8002c2405a8f09ef7ef0c52012,"Timo Wern",25,11,16800
78cc60eed7a84cf8b1e9516d9cdbb5ef,"Christiana Uzonwanne",23,14,16753.04
3c4c18c3c1b0461ab4979913aeac1d14,"Darth Sidious",18,1,16666.67
c25af3630bda4bffa8a6c4d15bd28bf5,"Richard Bridgerton",20,11,16325.91
6ff63b49b0684e08b01e5c43b304fe75,"Michael YamYam",5,14,16260
edab4ad0739c4f23b156eff2b6c72f3d,"Onboard Flow",20,39,16200
3f25b7b28fab4b7da516362ecac6c581,"Timothy Olanrewaju",38,3,15963.54
826d655905b74743b32b1d75b20a6673,"Timothy Olanrewaju",64,54,15950.66
cfc735efb6874e2fa0c11f0c43839965,"Yarmirama Ashama",38,20,15803.68
6545d35b982f425ca26fdf51a84d0cdf,"Em Testing",19,9,15789.47
6533e90d901340d28105e7048e494714,"Festus Iyere",39,34,15661.54
2631c369c5cd459a8f2d0fb2093bfba8,"Garuba Shehu",20,42,15600
6b15d2a3c01e4f8e801e63690da5029c,"Obi-Wan Kenobi",31,31,15491.61
c265bfa8972347ba82d06621a327d062,"Darlo Benson",19,21,15157.89
d84c269140be4419b489bed2cf373891,"Tas Lim",23,45,15130.43
e2977ff4559141ba9819f3a23efef11b,"Obi-Wan Kenobi",27,43,15111.11
3ef12aca125241b1988737645d022baa,"Kunle TimCowry",19,159,15101.05
1afc6a82f634449288cc1ec3384f03c0,"Gambo Sigma",18,7,15000
3bb26eee793249eabf5b67b1fe9a34d6,"Garuba Sigma",20,44,15000
420ad78df07a4612a3c46564e6d53aa3,"Garuba Sigma",20,10,15000
8044eb2989244027b8635858c38c506e,"Onboarding Flow",20,8,15000
a38d6a58005b41ef95f48595aab867fb,"Henry Miller",20,10,15000
b4807a77d12d4ea4a72300654ab155ff,"Garuba Mohammed",20,44,15000
faccdf69e21f4e57b0d7b0894afffc10,"Gambo Mohammed",20,50,15000
2d2d6d49d658473f879c90d10d057249,"Obi David",17,9,14964.71
050c1a5109c54cd6a719fb2562a951cf,"Gambo Sigma",18,35,14933.33
efe6a547d1204a40852b0528e521605e,"Omolewa Grillo",25,39,14880
9c9ff0ebc6ed4f2493411b352223ac12,"Chinonso Ejiofor",26,63,14547.69
6d763c381a11400c9f34b10c214e2173,"Ahmed Ade",20,41,14400
7e1e426ef9e844819c2a11fcdb89b1d6,"Tas Lim",20,39,14400
6d6d94cb341b4548929a6a9158d41a70,"Obi-wan Kenobi",31,28,14326.45
9067b6bb28a246649471725f3b2ff876,"David Seven",17,2,14280.23
258dc1f000aa491a90da194ca732a8de,"Festus Iyere",23,9,14120.56
2ba096f5213d4e5e8c36f30cfd0ccc68,"Tas Leem",23,36,14086.96
36783de4661748be9de002d567ef0dfe,"Hahap Jajay",19,35,13894.74
d325769058de408ba78ad7a2bd882573,"Yarmirama Ashama",26,2,13846.15
d11959de383e4717ad7a39189d517ccf,"Obi-Wan Kenobi",2,1,13800
8b474376d3454a23879e4140560a27ab,"Upson Denver",16,22,13500
4b75762539ca4c27930f96111510e93a,"Festus Iyere",18,8,13339.9
014e34f74f004e7aa0be573ade637f28,"dara Fakoya",27,43,13337.78
918ea18a3ad54847ac75f9851caa76a9,"Bvn Bvn",19,24,13263.16
9c95fc1e7ced44aaa84395e4d2dca5ce,"Gambo Shehu",19,36,13263.16
4a7273a2357e44be8ef28ae39a23b780,"Matt Ikues",5,4,13200
e83f7d17a2364b27ad2bc470aff630f6,"Garuba Sigma",20,43,13200
eeaaf4120dcb410791a3e3dd96339a78," ",31,34,13165.16
adb8165ae2854e328e5399ff5f05dff9,NULL,31,91,13161.29
43c00edb71c943e2a602b1be380edd2c,"Timothy Olanrewaju",43,2,12746.68
3dba82a793da46e5aa4a7d148c88aa48,"Tas Lim",23,41,12521.74
0cf2369925af40ea99e5a44e7794f09b,"Uchenna Obi",20,15,12306
2c3e7ecb9acb4478a4d4a79b2f42b8d0,"Townhall Different",20,1,12120
f829427f6e9646d9acda5303f7e4182c,"Olaolu Sam",53,116,12067.6
88c44272bafe418ca5442935474f199e,"Esther O",25,37,12019.13
08c6fe3b46df4c318a00951642001e71,"First name Last name",10,1,12000
0a87474c039944d4b6160276e3fa5c46,"First name Last name",10,1,12000
131520a55fe54f9081f19394d2a2c4c7,"First name Last name",10,1,12000
17ce2f4418874f4e9a2e2251b26bdf36,"Test Testing",10,1,12000
20733dab758f4a2089da597c25090c56,"First name Last name",10,1,12000
207fb31a6984478e85fa0182695d2b05,"First name Last name",10,1,12000
233e07ce6d794f7f8f47d1b2f675c747,"Thank Tim",2,1,12000
2bfe84b497b9450cb069b2c2fcdc4bda,"yami ashama",5,1,12000
39400c8d5b954ceebe70a08bcc4a41a3,"Chinotas Obeiseni",3,1,12000
434fef3d23934230948777585dc5b20f,"Rena Oge",5,1,12000
56138abacfaf4edba2e5acf4acd7152f,"First name Last name",10,1,12000
5627db52d4b74518a93d790f253b3b7f,"Kim Josh",5,1,12000
6884e0427d274bb180a0f8107bbdc29c,"First name Last name",10,1,12000
7203acfc619a4ec997261e8e5dad9bad,"Yami Ashama",10,1,12000
7e777ad872894a4580fdd24ac2c182b5,"First name Last name",10,1,12000
809819a393bc4fecb131306e46825840,"First name Last name",10,1,12000
8214b09326fa4a25bb0dc84dd0707efa,"Yaya Toure",5,1,12000
924f5fe8242b4bd38b181c7f4be72d1f,"Chima Benedict",5,1,12000
9251a01ae7174855a310c015fce4dbc5,"Admim Oka",10,1,12000
933a959761214afe9cedb6ae5de2884f,"Gambo Mohammed",10,2,12000
990e73e2f5f649c0a48c433544376309,"Festus Iyere",10,1,12000
a62208b8cde04c0786c744bbad9a1581,"Gambo Shehu",10,1,12000
a630ccfcb73341e9a5b7d49d5ca29fe4,"First name Last name",10,1,12000
a8caa9f20a8e4702a6363435c2f0bd3a,"Nifemi SolaOjo",5,1,12000
ada6fcf728174097b7489e94546b716c,"Hannie Solanke",5,1,12000
be6e96e6dd5d450c84dd4f28c4fd00d1,"Kikiogooluwa Grillo",5,1,12000
c0ac3ea3b0144ff49126224d910bde1f,"Festus Iyere",10,1,12000
c70f175f2d7b4766b85ccb86f10dbec4,"Gambo Shehu",10,2,12000
cf02ebbd39bb490cb1dce35390ee04bd,"First name Last name",10,1,12000
cf074efc57eb4076aefc9f4e28ee5434,"First name Last name",10,1,12000
e9d9f10808a446f2b9ab15505f6310d5,"First name Last name",10,1,12000
ef3c1956802c40dea32ff42def82dae8,"Ythy Bhhj",2,1,12000
d93dd943e0804403b7aed5d7e9ab4a04,"Obi Uchenna David",72,32,11959.57
f08a65eeb1964831a2da25e2d17779b5,"Harkim Phelps",38,217,11794.74
03da7601f3fe46c79a3100da4fce1f95,"Esther Omikunle",27,23,11648.89
62062f4742f646b8b5f3b085de11096a,"Obi-Wan Kenobi",31,20,11616.77
aa3ae20524b1421dbadb63fd9e8284b9,"First Test",20,31,11460
1d51665cfb944555b2bce7d331fd885c,"Ibrahim Olubiyi",19,21,11444.21
492421ea8ceb473c8ce20e6ff036f1f4,"Delaware Denver",20,18,11400
6c7072e41c8845148047d43556713271,"Gambo Shehu",19,36,11368.42
93c744a015274135b940d893faa19818,"Gambo Shehu",19,35,11368.42
0aa2c1b04b864e7eb5f1cd6c82cf52fa,"Sandy Cheeks",20,30,10920
5533f3ed29ea453c846502bff7c37661,"First name Last name",11,1,10909.09
75d24d9e02c94f64a0ba7013ada45e28,"First name Last name",11,1,10909.09
e864de88f8aa47a592ff970d7ba867e7,"Garuba Shehu",20,10,10800
85c08eeda75644e1a0cdbd2a83a585c6,"Oyinlola Akindele",51,86,10708.24
bec356203f054a7d8de9a7565508be67,"Tas Lim",18,29,10666.67
7d93ccb946c64bec8fcaf5a4893cb96f,"Esther7 Omikunle",31,26,10642.3
d32c630b3b6e4eb79dfbaae90304a9c7,"yayo piston",37,52,10605.34
ac369d408e9f4da295738122e77cf513,"Obi-Wan Kenobi",27,24,10444.44
57888144a53545a99bf834c9904ad135,"MainN Duo",20,22,10218
4d4c6bf19a784ad88f2e8c092f8e706e,"Felicia Gambit",20,20,10200
970faa770bbe4285867c6cc4341fda68,"John Donald",6,4,10200
d76243ba830c40bb947ae1ac088f704e,"Esther Omikunle",35,34,10190.31
4443d5c57b8549a5897bbfe2c5aa8ca8,"Microsoft Clarity",17,22,9776.47
1d923ca31dc34176918d165e835dea51,"Onboard App",5,1,9600
834dcc26cea94093bb2915e35842e784,"Yami Jerry",5,2,9600
f14e3c77cf1b4a55a02acbd4b504f48e,"Esther Omiks",24,27,9500
321203c771a44c4092b913c3a52c99ca,"Testing Testing",38,5,9473.68
ef2eff629a364d3b972719ffab6cbfac,"Tas Lim",18,21,9400
bb0cb0d44c99476ea9d6b15cff9eaf35,"Festus Iyere",25,12,9312
2ee6ef93e9454ee883b089477da41ee6,"Obi-Wan Kenobi",31,16,9294.19
6f9d052d32e54aedb853d1f30811e376,"Festus Iyere",13,1,9230.77
91b6e87ee4144994bf3868d281f821ff,"Yami Jerry",13,1,9230.77
7dc08d5a5ccf46bf9f300ebbba4b3cd7,"Joe Jonas",21,16,9148.57
df373eb66a5c42d18a02219c0157f4d1,"Halal Account",37,2,9081.08
462c63ad6ee94f7686fd9bdab5f8a62e,"Obi-Wan Kenobi",27,3,8888.89
2880b422ee214058893f6465c6e9786e,"Johnson Cool",18,151,8840
967cd33144a9403a8ed031be0cf5f790,"Tas Lim",22,32,8727.27
d8b27d44de734d9e973913e74ca3e9e3,"Tas Lim",22,32,8727.27
96ef884bceab46b99bf146fcbba0e70d,"Gambo Mohammed",18,12,8686.67
f89d0f60bb4445a58c31d6557c76a350,"Bvn Check",14,5,8571.43
7088e23732204f37a1deb2e5f5bf34b7,"Self John",10,4,8520
f4b4a4d9d2d34650b29714a5ed586669,"Roosevelt Bridgerton",20,19,8460
405b4f4b5af240dd937a6cd78e75908d,"Omokhose Dania",44,65,8406.41
05be447bb0c74915ad53aabe3db051c3,"Tas Lim",20,27,8400
457c6a08a5614341a319d2761f552884,"frer Shehu",18,8,8400
e841278345a74f97a5ae866f7058163a,"Gambo Shehu",18,6,8400
f37ef7a3dde54f038071a53272ab0a35,"Tas Lim",20,27,8400
609b103d92224e55b77bb5b8fcfebe9f,"Alfred Lewis",37,89,8370.81
3f5f963277d74244a765ef39673a7ef5,"Khose Dania",25,28,8164.8
072b84a1f86f48fe86a731f9447f2175,"Favour Felix",3,1,8000
20213c495b7b496d8d7374fcd24bf131,"Test Child",3,1,8000
22af70e7150f4b5dbb84c531562999d8,"Lola Cole",3,1,8000
39d93d145b444c78bf5425a3850cf78e,"Ed King",51,48,8000
42f0c6878a93421e870f8735441826fc,"Obi David",3,2,8000
54660d0ba4bb45498689658dd1f219e3,"frer Shehu",18,7,8000
5c373e4881d04b2597c95732a6462326,"Afoo New",3,1,8000
76d20ba67a11458f8e114b1e9985393e,"Daniel Coker",3,2,8000
ab545ae185034c33b8bbdb0e2ad3009a,"Kiki Grillo",3,2,8000
b8ec2b09992b4bf98d2895356c171640,"Kiki Grillo",3,2,8000
e2b4b1c0b3954437b22181106f62df42,"Mimo Loluwa",3,2,8000
f1d8d88b4a594a8a89227c53c34b0240,"Jenny Jonas",3,1,8000
b1180130c5af41779e6de0e63e880077,"esther halal",24,12,7850
471207f4caae4fca9a44ec7e8e6e0ec5,"Tas Lim",20,25,7800
2b9e642aec4949c3af0e5c75e8cb1495,"Festus Iyere",25,6,7680
91e37a43851f40e49653874691ea1340,"Create Duo",22,11,7641.82
ba591ce74921431ea2349b53e54650a1,"Tas Lim",22,17,7636.36
d21c2aa35647422d91d83b1641a9ebba,"Gen Test",20,23,7622.73
ea6ba33512234b1f89313d8bf0000798,"Gambo Shehu",18,8,7466.67
c082c165ebbc416398faf6486632e608,"Obi-Wan Kenobi",34,34,7411.76
6035b64c62a440fcb0934b754fa5d332,"Timothy Thirty8",13,2,7393.85
89bab196749c495eb2196dd4a36a317f,"Mobolaji Olorishade",44,53,7329.7
57ddc708a5804372899fe8f827f5f979,"Daniel Coker",16,9,7275
9311ec1068eb48a89498153824e39279,"Gambo Mohammed",18,7,7266.67
89279405e8a14b00ba8728d8b70fa7ed,"Yarmira Uba",24,8,7249.35
5757f0b6bfdd48929ae92bf23efa0a2c,"Self Goat",10,3,7200
cf98db02a15e4ef7b3503580627e9e99,"Gambo Mohammed",10,2,7200
e5063ef44d9040b29985e2b11eb8f6b1,"Self Bug",10,3,7200
e97faf02c9fd49a1bd378c6e85a8b13a,"Gambo Shehu",10,2,7129.06
a1aaf77e6458465e8b72edf64d187e94,"Gambo Mohammed",12,1,7000
35851a03131d4b46837acc586021d538,"Timothy Olanrewaju",38,3,6842.15
fae1eae48e00490c88e4b120ebe9e70f,"EstherW1 Win",15,6,6720
1335fc4c62084395b558afc1ee15945b,"Caleb Will",18,1,6666.67
2e9f5d47890b46438becae73b1388b55,"Tas Lim",18,1,6666.67
3ab0b5df70d94558bbb484719ec1769d,"Dara Bday",18,1,6666.67
7b4bcb343dc4401ca07baf9904f5b9b9,"Timothy Olanrewaju",18,1,6666.67
849e82014eb14eb39e7f0b3e9b67131c,"Tim Drake",18,1,6666.67
c09430ec74724ff3aac4c4e83883dd5a,"Conner Kent",18,1,6666.67
055cb8f0dbf8415f86dfb187bc367e9d,"Oephila Bridgerton",20,6,6606
a31700dd40084cad995fe5ae674d224d,"Gambo Shehu",13,18,6461.54
34c3ec4a7d4740b29144f142fa1bff73,"Edward Popoola",38,18,6350.53
1e5b0caeb13a408ab71053bca841c855,"Tas Lim",19,5,6322.11
50ffb8552df54be29dee9a515cc6cf53,"New Duo",22,17,6278.18
767a466180da4acdb906d18b00067b45,"Obi-Wan Kenobi",27,13,6235.56
70ae7efc2e0b4db1a4e4708f1eb8b850,"Gambo Shehu",11,3,6109.09
370e9e3329724f1b9dc0c1184682434f,"Jon Jones",5,2,6000
40939c134dcf4a19b291276c10637d9c,"Just Man",2,1,6000
9458632198b8443395102a41745eb67e,"Tim Self",10,1,6000
ab8bb62e922240c8b1503e3e8f0a8bd4,"Are You",20,10,6000
afa0793686174760837265cd224a0036,"Gambo Mohammed",10,9,6000
ba309322c8c14d88b70028082b993b46,"Stephanie Bridgerton",20,12,6000
d6287cf6c47f456681f2f6086ad6643a,"Kizito Isifeh",26,17,6000
5241683aa43245cbba509847f23925e5,"Tas Lim",23,2,5739.13
687ee5f95ce54d22a21750939c2dd013,"Yami Bloom",15,3,5640
4a3c937225de40fbb3ddd179d3ab3851,"Tas Lim",19,53,5615.24
0fc5197186494316a05fa388a1bfe237,"Gambo Mohammed",18,6,5600
7258b81a47074d25b8f5e43a621dd2e5,"Fruit Juice",20,13,5520
cadd6ef23c164c0cbfc12d2cf507ce20,"Instant Save",22,12,5454.55
df91504c5f234181b8a2e87a99818b96,"Gambo Sigma",11,3,5454.55
b2a03a31879c44298ab231eb9342c594,"Obi-Wan Kenobi",29,16,5379.31
3cf31d44ba9c4f12bd4322995a4b4b27,"Onb Tea",20,12,5342.31
c92a2587ec054800b5d72cd329e0dcfd,"Timothy Olanrewaju",23,2,5222.53
8a78f0b8829f4863b29fe8562c8c4cdc,"Festus Iyere",23,1,5217.39
a0e3d01f4b73452eb930ac931bb5958f,"Festus Iyere",48,82,5115
24bbd403ebb2455ab39c934925cc7478,"Wally West",24,8,5015
74b0c6f273424ce7a122a07c0f05ad02,"Coach E",22,13,4917.27
bd10369c341843f8b696cf96c76f3452,"Tas Lim",22,12,4909.09
5e15dc7d5efe4feca226837d35f25f4d,"Self Nwa",10,4,4812
b4cf2cc4be6e40489eb08e3df3973096,"Hyacinth Bridgerton",20,12,4809
1304e9a6279f496982ff63f67a2c6d1d,"EstherW2 Wins",15,12,4800
24560f920f634d7e8c90a9d14030742a,"Self Yuni",10,2,4800
27af3c7b0bb142639d279642964c93d4,"ya ja",5,1,4800
54fc113b8c7d4a9c88fdc6d979858d43,"Yami Jeremiah",5,1,4800
6f7b2dcc408b44dc996372ee8222495b,"Baby Wannem",20,8,4800
7940834540e0495eb5fc06239ba5aeee,"Haddie Solanke",5,1,4800
7c710889688c4454b7ba14139588c5b9,"Yami New",5,1,4800
a633b83dcb464740aaa854a56f359353,"Khose Mini",5,1,4800
a9f76ffbd1864b1e88c66d5927a508c1,"Omotofeoluwa Bankole",5,1,4800
aee5b080830a41b6a83824a0e080fa33,"Zikky Ross",5,1,4800
bfadc6c497ff46b0abdb69308cdd57f4,"Flow Test",20,11,4800
cecdf1ff4e2444ca910447444ce10a87,"Oluwakiye Grillo",5,1,4800
d2ef02312087402596800e13521f7d18,"Jordan Bridgerton",20,12,4800
de3a65dc77cf428480f6304151e91e6b,"Harrison Wells",25,14,4800
e770f3bd99f94597ac92e9bde3efcfec,"App Onboard",5,1,4800
ef605992d9054143955fb47dd0ffcfab,"Ian Bridgerton",20,10,4800
e193419edde841a88984d679917dca40,"Esther O",23,9,4695.65
406f7bb445de4f0e91a1bbbcdbb52cb9,"Gambo Sigma",18,8,4666.67
dffea1dcf7b047cdb78f7b0a12c9da2c,"Obi-Wan Kenobi",29,15,4551.72
e895fe558f0943518e5f9b1adbf999f0,"Obi-Wan Kenobi",29,13,4551.72
36374b72d39f4969b84f6b711ed17c7e,"Garuba Mohammed",10,4,4500
6bc6a421853641509b240398c23f3ea2,"Gambo Mohammed",19,9,4421.05
cf2abd0f572942d18281896ba6f58613,"Obi-Wan Kenobi",30,2,4400
544d36e7249c4cf9b1da1d9b676b18b6,"Princess Instant",22,11,4363.64
9aa3c0223dcb448da40fb22a443082a0,"Kay Dan",31,61,4320
0526eee494fb40fe8e2b24fd4088e41b,"Garuba Sigma",20,10,4209
ae89c480daf8405fb57d639b646c8be6,"Eleanor Bridgerton",20,10,4200
e030efb8a5e54268af43bec906ec2121,"Gambo Shehu",18,7,4200
e1970d4cdc1f4b46ac30bf1d0fed3ec9,"Khossie Dandan",26,14,4153.85
4d8c0c623b5b4542878e802250099712,"Gambo Shehu",11,3,4145.45
f2cc3296e7df4d94a17548481f0fe35b,"Obi-Wan Kenobi",29,2,4142.07
7512f9f8fef04f82876480d56c850c32,"Timothy Olanrewaju",44,6,4139.28
e19d0cbf8e6e48f7bd4c53d9aada6a56,"Khose Dania",33,131,4038.18
02013b020d2440768791d606e25a0ca3,"Garuba Sigma",6,2,4000
1517f69e6e604c43b6d5ac0ac7a671ef,"Favour Felix",3,1,4000
18c3b9575ccc4554b424d67d5a3e8985,"Daniel Coker",3,1,4000
1c4a3e506cd04545af026e7fd3e3425b,"Nina Sim",3,1,4000
d459373f3d4d40eb97f0d567e22a708a,"Chief Mrs",21,11,4000
58cbae5faae344c3b86aa403669855d0,"Gambo Shehu",18,9,3833.33
dff1a9c25063449ab40a5893ecc32fb0,"Bank Test",22,11,3818.18
f4fbe1887ef74ebbaa52b2164608d228,"Sombra Overwatch",22,9,3818.18
402270a48363419390d065cb21408c21,"Yamyam Ashama",37,85,3804.32
bb5ad437e9724adaa8b095eff651dc3e,"Beautiful Temptation",26,2,3696.92
8803618c6cf547fb928998f695d5ddb4,"Sombra Overwatch",23,11,3652.17
b31c8fdf45e74bd5a86631e0f7631c6e,"Esther Omikunle",23,11,3652.17
2c0cf7d384af439c9460e5691c07ed2f,"Garuba Sigma",20,10,3609
34ae15ea6b82435fa980dd0cfa1c533a,"Gambo Anagbogu",10,2,3600
5d15553dd99f413da7845055b54822e1,"ewe Sigma",20,10,3600
98c9737ad1b448f5ae091dd095d9b6ce,"Quebec Trudeau",20,9,3600
a6204017423545a0866653d43ccc8ddf,"Apple Eyes",20,10,3600
e0b688170f174c81b6dbbbbf528d9ab8,"Garuba Mohammed",20,9,3600
e7e1b5294bbc4ba8a63082cd710bfccc,"frer Shehu",10,9,3600
cf8fce9a04bb48d6a99894dbda307c96,"iOS Testing",34,2,3529.41
d38976e2a7854b97be211103308d3803,"Tas Lim",18,9,3340
9c921672921d455a8b36fedb3a019287,"Tas Lim",18,1,3333.33
0ca465bf63424c13b452796a47dedc9f,"Event Testing",22,9,3272.73
6dff3bfd70974c7f9a3fb4fff9b284c3,"Laura Matsuda",22,8,3272.73
a32bb7c295c94bd5a6dd0538406b4458,"Leop Niom",16,22,3225
3bb796d4cdb74b7184ee17e98755e8e1,"frer Shehu",19,9,3157.89
4287152849c445f88439e27b51c078d9,"Harry Jameson",19,9,3157.89
4460a779807f4ab0b0608c1eda7370cd,"Gambo Shehu",19,9,3157.89
c91ed8e84744454ea1050180d5b3de53,"Gambo Shehu",19,10,3157.89
3fd352e7d6184c47b947d00d657a0df0,"Gambo Shehu",20,2,3105
cc92a2f858524269885e2951269e1858,"Naira Test",20,1,3045
73027edc3bc8428487b1027415c584c0,"Ahmed Olorigbeske",2,1,3000
9617236fe1aa42619b249f4529573f58,"Garuba Mohammed",20,9,3000
a82e5a874dd44fbf9bcc38dc3854da86,"Garuba Shehu",20,10,3000
b09594633d3946d781721197a91fd8c8,"Haha Papa",20,9,3000
c6a4f2ef370a4decbd4372820b738bc5,"Daniel Coker",10,3,3000
d6c5959fcd43464cb8a9efd4b3d7eab3,"Onboarding Flow",20,1,3000
fca38ac128f446a5a8a64131e7462291,"Heartbroken Uche",2,1,3000
311d8bd22fcb40ad85ace015cac5fffe,"Dave Santan",5,1,2930.4
d02356034ea249bb86e6a24c4af2fd98,"Gambo Mohammed",11,4,2836.36
b49d975c27cf42d3ba2357bbde648bfe,"Gambo Shehu",18,1,2800
7ec8dc990abc494885c283b836f29af0,"Tas Lim",22,10,2727.27
86cfa77223144beab1e6a83d06b57c50,"Ibrahim Olubiyi",22,7,2727.27
b2b1fd97684c404889c932cb7ae1f272,"Tas Lim",22,10,2727.27
0f80a85d15cb439f95e1f88d4eafa482,"Self Rohn",10,3,2700
079ce2e02bfd43aa9219ce37a3f76579,"adebiyi grillo",9,2,2666.67
cf5db53462544b17ac2c323ce4b22f81,"Obi-Wan Kenobi",27,16,2666.67
f8798fe5402d4e8b89e2beb284b0282f,"Garuba Shehu",9,7,2666.67
13b3032ed82b4d8c99863777d67750c5,"Adimchi Kakashi",23,1,2647.83
